Loyalty#,TotalPointsAccumulated,RecencyInMonths,Days_in_prog,Pct_Spend_Month_1,Pct_Spend_Month_2,Pct_Spend_Month_3,Pct_Spend_Month_4,Pct_Spend_Month_5,Pct_Spend_Month_6,Pct_Spend_Month_7,Pct_Spend_Month_8,Pct_Spend_Month_9,Pct_Spend_Month_10,Pct_Spend_Month_11,Pct_Spend_Month_12,PctFlightsWithCompanions,PctPointsSpent
100011,0.0,999.0,0.0,0.0389952000453762,0.0400093395844636,0.0546780522379607,0.0489663289902179,0.0588835656116173,0.0750399232176823,0.0796924853680975,0.0732380877058602,0.0616469223867926,0.0594355192309143,0.0579599989545794,0.0796954677231966,0.2342419080068143,0.2150971360718403
100012,0.0,999.0,0.0,0.0389952000453762,0.0400093395844636,0.0546780522379607,0.0489663289902179,0.0588835656116173,0.0750399232176823,0.0796924853680975,0.0732380877058602,0.0616469223867926,0.0594355192309143,0.0579599989545794,0.0796954677231966,0.2342419080068143,0.2150971360718403
100013,0.0,999.0,0.0,0.0389952000453762,0.0400093395844636,0.0546780522379607,0.0489663289902179,0.0588835656116173,0.0750399232176823,0.0796924853680975,0.0732380877058602,0.0616469223867926,0.0594355192309143,0.0579599989545794,0.0796954677231966,0.2342419080068143,0.2150971360718403
100014,0.0,999.0,0.0,0.0389952000453762,0.0400093395844636,0.0546780522379607,0.0489663289902179,0.0588835656116173,0.0750399232176823,0.0796924853680975,0.0732380877058602,0.0616469223867926,0.0594355192309143,0.0579599989545794,0.0796954677231966,0.2342419080068143,0.2150971360718403
100015,0.0,999.0,0.0,0.0389952000453762,0.0400093395844636,0.0546780522379607,0.0489663289902179,0.0588835656116173,0.0750399232176823,0.0796924853680975,0.0732380877058602,0.0616469223867926,0.0594355192309143,0.0579599989545794,0.0796954677231966,0.2342419080068143,0.2150971360718403
100016,0.0,999.0,0.0,0.0389952000453762,0.0400093395844636,0.0546780522379607,0.0489663289902179,0.0588835656116173,0.0750399232176823,0.0796924853680975,0.0732380877058602,0.0616469223867926,0.0594355192309143,0.0579599989545794,0.0796954677231966,0.2342419080068143,0.2150971360718403
100017,0.0,999.0,0.0,0.0389952000453762,0.0400093395844636,0.0546780522379607,0.0489663289902179,0.0588835656116173,0.0750399232176823,0.0796924853680975,0.0732380877058602,0.0616469223867926,0.0594355192309143,0.0579599989545794,0.0796954677231966,0.2342419080068143,0.2150971360718403
100018,53014.3,1.0183968462549278,874.0,0.0484208977577747,0.0608581080953629,0.0742920306407893,0.0619808240418151,0.0,0.1326892932661565,0.1379463654146145,0.1083185102887334,0.0734892283780036,0.0653970721107323,0.124303442656038,0.1123042273499791,0.2131361461505002,0.3878727060434637
100102,33903.96,1.0183968462549278,2122.0,0.0608840383247266,0.0286397223215223,0.0334028827311028,0.0496346149535334,0.0468086913741049,0.0804035870736043,0.1142049483305195,0.0146345736604219,0.1795914105608902,0.1521828128631581,0.0578717058420314,0.1817410119643841,0.2341542188130803,0.5533453909218864
100140,43192.58,2.0039421813403417,884.0,0.0434426468620304,0.0,0.1729079392803115,0.0125975341134981,0.1645268701244519,0.0652968634890529,0.1643418846477798,0.0080604122282114,0.0793728922884439,0.0090987850227978,0.1351463607869684,0.1452078111564532,0.2490774907749077,0.1133528027267646
100214,36453.77,1.0183968462549278,1242.0,0.0,0.0651883193425535,0.0574151864128182,0.0,0.0,0.1696419876462708,0.0,0.2242196074644679,0.1357277998955937,0.0898488688549908,0.0074159682249599,0.2505422621583446,0.1780943900267141,0.3541087794211682
100272,42953.25,2.0039421813403417,1816.0,0.034944969239813,0.1105257460145623,0.0781363459109613,0.0411265736585706,0.054966737092071,0.1674536851111382,0.0707830024503384,0.1790043826718583,0.0245615873071304,0.044606636284798,0.0516249643507767,0.1422653699079813,0.2843347639484978,0.2535640492861424
100301,45605.63,1.0183968462549278,1930.0,0.0341405216855901,0.0948102240885609,0.073544428615502,0.0,0.1065800428587435,0.0458772305086016,0.1923030117114926,0.1342270680176986,0.0658887948702824,0.0056817546430122,0.1312131857404447,0.1157337372600707,0.2891869237217099,0.2414833431749545
100364,34332.25,1.0183968462549278,1335.0,0.0317485745909458,0.0131342979268763,0.0,0.0037684684225473,0.1762258517865854,0.148765956207356,0.1811355212664477,0.1853624507569413,0.060322291722797,0.0464161247806362,0.0,0.1531204625388665,0.2515723270440251,0.253630332995944
100380,36723.94,1.0183968462549278,2254.0,0.0011164379421162,0.0296133802636645,0.1719608516951067,0.1415632418525899,0.1685086077365337,0.1796054562772948,0.0,0.0899002122321297,0.062166532240277,0.0610081597998471,0.0568433016718794,0.0377138182885605,0.3784742755765819,0.4855034617745263
100428,34224.82,1.0183968462549278,2333.0,0.0134878722517751,0.0262359305322862,0.0145800620719115,0.0717315679089035,0.1254215507926703,0.011336801771346,0.1084762461862473,0.2243868631011061,0.1803039431617171,0.0623231911811369,0.078919333980427,0.0827966370604724,0.1719027860106698,0.5822411922107991
100504,15242.21,10.052562417871222,243.0,0.113697423142707,0.0483525682955424,0.1865215083639446,0.0,0.0,0.0,0.0,0.0124890025790223,0.0,0.3116641221975028,0.2467017578159597,0.080573617605321,0.0938086303939962,0.0
100550,40732.97,3.0223390275952693,2145.0,0.1002436110109329,0.0457558091148276,0.1416309687214067,0.1494045241483741,0.1090283865870816,0.0262931968869444,0.1318347274947051,0.0805050552414911,0.0543049033743427,0.1609988174198935,0.0,0.0,0.2322340919647004,0.2992538967818943
100585,41549.82,1.0183968462549278,1870.0,0.0728929752282921,0.0352194064859968,0.0362971488203799,0.0943108778810594,0.1813983791024846,0.0,0.1442013467206356,0.1488480575848463,0.0467718031028774,0.0664168942248125,0.0,0.1736431108486149,0.2023121387283237,0.6434564578137764
100590,8566.0,2.0039421813403417,297.0,0.0,0.0,0.0,0.0838197525099229,0.1654214335745972,0.0988792902171375,0.1585337380340882,0.0,0.0,0.2360494980154097,0.2572962876488442,0.0,0.1071428571428571,0.4841232780761149
100642,39458.66,2.0039421813403417,2415.0,0.0357082577056595,0.0,0.1274665688089762,0.0656048634190821,0.0,0.1619826927726385,0.2270685319775177,0.1456187310973054,0.1021342336511174,0.0570787249237556,0.0773373956439473,0.0,0.175625332623736,0.1954475899587061
100644,27687.5,1.0183968462549278,1256.0,0.031313769751693,0.1400758465011286,0.0930560722347629,0.0155665914221218,0.1212926410835214,0.0567707449209932,0.0,0.1512018058690744,0.1230483069977426,0.0193950338600451,0.0823115124153498,0.1659676749435665,0.3161290322580645,0.913820316027088
100646,27950.98,2.0039421813403417,1175.0,0.1795160670573983,0.0730564724385334,0.0,0.0884444838785616,0.2018505254556369,0.1315159611577125,0.058781481007106,0.0759293591852593,0.0451504741515324,0.0147518977867681,0.0925191173976726,0.0384841604838184,0.2161828289067325,0.1639656283965714
100727,46684.77,1.0183968462549278,1745.0,0.0689274039477971,0.042176495675142,0.0199422638260829,0.1178797710688089,0.0291291999510761,0.0749683462079817,0.1548335784882307,0.0232504090734515,0.1737489549589727,0.0226412168251016,0.0972754069474905,0.1752269530298639,0.1965704726056043,0.3258621601862877
100737,37386.63,2.0039421813403417,622.0,0.045818518545266,0.0658791658943317,0.0,0.0402550323471251,0.142932379837391,0.1758377259464145,0.1428786173024955,0.0628564275517745,0.0193117165147005,0.1804848417736501,0.1237455742868506,0.0,0.2821616451458632,0.6290751533369014
100753,52798.91,4.007884362680684,1169.0,0.0839235128149425,0.0421031419019824,0.1055588079375123,0.0974131852343163,0.0676169261827564,0.1743492431946038,0.1361929630744271,0.1141890997370968,0.05905595399602,0.0507054028198688,0.0528628337213779,0.0160289293850952,0.2626123013130615,0.153296725254366
100816,37343.56,1.0183968462549278,2129.0,0.1422700460266777,0.0918878650026939,0.198628357874825,0.063250531015254,0.0,0.0,0.0441039900855729,0.0566362714213642,0.0933371108699867,0.0,0.1620686404831248,0.1478171872205007,0.1715854495538778,0.0
100853,33304.96,2.0039421813403417,1071.0,0.0263699460981187,0.013254181959684,0.2067779093564442,0.0817592935106362,0.1381932300774419,0.0055364125944003,0.0,0.0409548607774938,0.0863853311939122,0.1710093631699302,0.1202697736313149,0.1094896976306231,0.2360717658168083,0.2720645813716635
100883,22999.14,1.0183968462549278,2012.0,0.2014997082499606,0.0,0.0,0.022573452746494,0.0,0.1019603341690167,0.0,0.2025501823111646,0.1004754960402867,0.0363926651170435,0.0341751908984422,0.3003729704675913,0.094756790903348,0.0
100890,25234.48,1.0183968462549278,1612.0,0.1657165116935241,0.035119011764855,0.0344413675257029,0.0494957692807618,0.3122640133658391,0.0066575574372842,0.1137332728869388,0.0351106898180584,0.1570731792372975,0.0040024601259863,0.00823912361182,0.0781470432519314,0.3025936599423631,0.6122099603399792
101018,46440.11,2.0039421813403417,1734.0,0.0962887469474124,0.0810194032701473,0.1098565442674446,0.0142006554248041,0.1105158880975949,0.1247854494746028,0.1303881493820751,0.0680011309189405,0.0674851976018144,0.0118647436450947,0.0958253544188418,0.0897687365512269,0.2952565343659245,0.210766081303425
101148,29586.21,1.0183968462549278,2251.0,0.0,0.0191602777104603,0.0209415129548529,0.2290938920530882,0.1469857071926414,0.1138368178959048,0.0,0.0,0.1219612109830897,0.1159709202361505,0.0763869383743304,0.1556627225994813,0.1651982378854625,0.2761016027399251
101356,0.0,999.0,2228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
