,Loyalty#,TotalFlights,TotalDistance,TotalPointsAccumulated,TotalPointsRedeemed,LastFlightDate,RecencyInMonths,Pct_Spend_Month_1,Pct_Spend_Month_2,Pct_Spend_Month_3,Pct_Spend_Month_4,Pct_Spend_Month_5,Pct_Spend_Month_6,Pct_Spend_Month_7,Pct_Spend_Month_8,Pct_Spend_Month_9,Pct_Spend_Month_10,Pct_Spend_Month_11,Pct_Spend_Month_12,Total_Spend_Month_1,Total_Spend_Month_2,Total_Spend_Month_3,Total_Spend_Month_4,Total_Spend_Month_5,Total_Spend_Month_6,Total_Spend_Month_7,Total_Spend_Month_8,Total_Spend_Month_9,Total_Spend_Month_10,Total_Spend_Month_11,Total_Spend_Month_12,TotalFlightsWithCompanions,TotalFlightSpend,PctFlightsWithCompanions,PctPointsSpent
0,100018,229.9,530230.0,53014.3,20562.8,2021-12-01,1.0183968462549278,0.048420897757774785,0.06085810809536294,0.07429203064078936,0.061980824041815125,0.0,0.1326892932661565,0.13794636541461455,0.10831851028873342,0.07348922837800367,0.06539707211073238,0.12430344265603809,0.11230422734997914,0.0,0.0,64.6,0.0,0.0,0.0,0.0,108.3,0.0,29.0,0.0,0.0,49.0,201.9,0.21313614615050022,0.3878727060434637
1,100102,247.7,339114.6,33903.96,18760.6,2021-12-01,1.0183968462549278,0.06088403832472667,0.028639722321522326,0.0334028827311028,0.049634614953533454,0.046808691374104976,0.08040358707360439,0.1142049483305195,0.014634573660421967,0.17959141056089026,0.15218281286315818,0.05787170584203143,0.1817410119643841,0.0,0.0,108.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.9,58.0,186.2,0.23415421881308035,0.5533453909218864
2,100140,216.8,432030.8,43192.58,4896.0,2021-11-01,2.0039421813403417,0.04344264686203047,0.0,0.17290793928031156,0.012597534113498197,0.16452687012445194,0.06529686348905298,0.1643418846477798,0.008060412228211418,0.07937289228844398,0.009098785022797897,0.13514636078696848,0.14520781115645326,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,48.0,0.24907749077490773,0.11335280272676464
3,100214,112.3,364601.7,36453.770000000004,12908.6,2021-12-01,1.0183968462549278,0.0,0.06518831934255359,0.0574151864128182,0.0,0.0,0.16964198764627086,0.0,0.22421960746446798,0.13572779989559378,0.08984886885499084,0.007415968224959997,0.25054226215834463,0.0,0.0,0.0,0.0,0.0,68.4,0.0,0.0,0.0,0.0,58.9,0.0,20.0,127.3,0.17809439002671415,0.3541087794211682
4,100272,186.4,429630.5,42953.25,10891.4,2021-11-01,2.0039421813403417,0.03494496923981305,0.11052574601456236,0.07813634591096133,0.041126573658570656,0.05496673709207103,0.16745368511113828,0.07078300245033844,0.17900438267185836,0.024561587307130428,0.04460663628479801,0.051624964350776716,0.14226536990798136,0.0,0.0,57.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,107.0,0.2843347639484978,0.25356404928614246
5,100301,238.6,456142.3,45605.63,11013.0,2021-12-01,1.0183968462549278,0.03414052168559013,0.09481022408856099,0.07354442861550207,0.0,0.10658004285874352,0.04587723050860168,0.19230301171149264,0.13422706801769868,0.06588879487028246,0.005681754643012277,0.13121318574044474,0.11573373726007075,0.0,28.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,44.0,0.0,69.0,109.0,0.28918692372170995,0.2414833431749545
6,100364,174.9,343383.5,34332.25,8707.7,2021-12-01,1.0183968462549278,0.03174857459094583,0.013134297926876334,0.0,0.003768468422547313,0.17622585178658548,0.14876595620735605,0.18113552126644772,0.18536245075694135,0.06032229172279708,0.04641612478063628,0.0,0.15312046253886652,0.0,0.0,0.0,85.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,85.5,0.25157232704402516,0.25363033299594406
7,100380,169.1,367306.4,36723.94,17829.6,2021-12-01,1.0183968462549278,0.0011164379421162325,0.02961338026366452,0.17196085169510678,0.1415632418525899,0.1685086077365337,0.17960545627729485,0.0,0.08990021223212977,0.062166532240277045,0.06100815979984718,0.05684330167187943,0.03771381828856054,0.0,0.0,85.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.3,0.0,64.0,174.8,0.3784742755765819,0.4855034617745263
8,100428,168.7,342343.2,34224.82,19927.1,2021-12-01,1.0183968462549278,0.013487872251775173,0.026235930532286216,0.014580062071911554,0.07173156790890355,0.12542155079267034,0.011336801771346059,0.1084762461862473,0.22438686310110617,0.18030394316171713,0.06232319118113697,0.07891933398042707,0.08279663706047248,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,39.0,0.0,25.0,0.0,29.0,197.0,0.17190278601066983,0.5822411922107991
9,100504,106.6,152468.1,15242.21,0.0,2021-03-01,10.052562417871222,0.113697423142707,0.04835256829554245,0.1865215083639446,0.0,0.0,0.0,0.0,0.012489002579022334,0.0,0.31166412219750284,0.24670175781595977,0.08057361760532102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.09380863039399626,0.0
10,100550,215.3,407410.7,40732.97,12189.5,2021-10-01,3.0223390275952693,0.10024361101093292,0.04575580911482762,0.14163096872140676,0.14940452414837416,0.10902838658708167,0.026293196886944408,0.13183472749470515,0.08050505524149111,0.0543049033743427,0.16099881741989353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,64.6,0.0,0.0,50.0,121.6,0.2322340919647004,0.29925389678189435
11,100585,207.6,415571.2,41549.82,26735.5,2021-12-01,1.0183968462549278,0.07289297522829219,0.03521940648599681,0.03629714882037996,0.0943108778810594,0.18139837910248463,0.0,0.1442013467206356,0.14884805758484632,0.04677180310287746,0.0664168942248125,0.0,0.17364311084861497,68.4,0.0,50.0,76.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,42.0,264.4,0.2023121387283237,0.6434564578137764
12,100590,28.0,85694.0,8566.0,4147.0,2021-11-01,2.0039421813403417,0.0,0.0,0.0,0.08381975250992295,0.16542143357459724,0.09887929021713752,0.15853373803408827,0.0,0.0,0.23604949801540975,0.25729628764884427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,3.0,41.0,0.10714285714285714,0.4841232780761149
13,100642,187.9,394647.6,39458.66,7712.1,2021-11-01,2.0039421813403417,0.035708257705659545,0.0,0.12746656880897628,0.06560486341908216,0.0,0.16198269277263852,0.22706853197751775,0.1456187310973054,0.1021342336511174,0.05707872492375565,0.07733739564394737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,33.0,76.0,0.17562533262373603,0.19544758995870615
14,100644,155.0,276930.0,27687.5,25301.4,2021-12-01,1.0183968462549278,0.031313769751693,0.14007584650112864,0.09305607223476296,0.015566591422121894,0.12129264108352143,0.056770744920993224,0.0,0.15120180586907445,0.12304830699774265,0.019395033860045145,0.08231151241534988,0.16596767494356657,0.0,0.0,85.5,0.0,51.3,0.0,0.0,59.0,0.0,0.0,0.0,53.0,49.0,248.8,0.3161290322580645,0.9138203160270881
15,100646,161.9,279582.8,27950.98,4583.0,2021-11-01,2.0039421813403417,0.1795160670573983,0.07305647243853346,0.0,0.08844448387856166,0.20185052545563695,0.13151596115771252,0.05878148100710601,0.07592935918525934,0.04515047415153243,0.014751897786768121,0.09251911739767263,0.038484160483818454,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,35.0,45.0,0.21618282890673254,0.16396562839657142
16,100727,239.1,466925.7,46684.77,15212.8,2021-12-01,1.0183968462549278,0.06892740394779712,0.04217649567514203,0.0199422638260829,0.11787977106880897,0.029129199951076122,0.07496834620798175,0.15483357848823076,0.02325040907345158,0.17374895495897272,0.022641216825101635,0.09727540694749058,0.17522695302986394,0.0,0.0,37.0,24.0,62.7,0.0,0.0,0.0,26.0,0.0,0.0,0.0,47.0,149.7,0.19657047260560434,0.3258621601862877
17,100737,209.1,373931.3,37386.63,23519.0,2021-11-01,2.0039421813403417,0.04581851854526605,0.06587916589433175,0.0,0.040255032347125165,0.14293237983739107,0.17583772594641453,0.14287861730249557,0.06285642755177452,0.019311716514700577,0.1804848417736501,0.12374557428685069,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,44.0,85.5,0.0,0.0,59.0,232.5,0.2821616451458632,0.6290751533369014
18,100753,289.4,528063.1,52798.91,8093.9,2021-09-01,4.0078843626806835,0.08392351281494258,0.04210314190198245,0.10555880793751234,0.09741318523431639,0.06761692618275643,0.17434924319460385,0.1361929630744271,0.11418909973709684,0.059055953996020004,0.05070540281986882,0.05286283372137796,0.016028929385095262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,47.5,0.0,0.0,76.0,79.5,0.2626123013130615,0.15329672525436602
19,100816,145.7,373504.6,37343.56,0.0,2021-12-01,1.0183968462549278,0.1422700460266777,0.09188786500269391,0.19862835787482502,0.06325053101525403,0.0,0.0,0.04410399008557299,0.05663627142136422,0.0933371108699867,0.0,0.16206864048312483,0.1478171872205007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.17158544955387783,0.0
20,100853,211.8,333124.6,33304.96,9061.1,2021-11-01,2.0039421813403417,0.02636994609811872,0.013254181959684084,0.2067779093564442,0.08175929351063625,0.13819323007744194,0.005536412594400354,0.0,0.0409548607774938,0.08638533119391226,0.17100936316993026,0.12026977363131498,0.10948969763062319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.3,0.0,0.0,0.0,50.0,89.3,0.2360717658168083,0.27206458137166356
